loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),label
2026-05-05T17:18:22.291+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.020134541667,0.1110992431640625,-0.1894378662109375,-0.99114990234375,3962.015097541667,0.005955268966501564,-0.002374531780001378,0.003110474920916975,-0.1252889931201935,0.03400057554244995,0.1199179515242577,0.02443807572126389,-0.003913536667823792,0.002663016319274902,XArbitraryZVertical,0.001558764036832342,-0.001182627965601473,0.002975777837490348,0.9999936833819375,0.06563457846641541,-0.1693042367696762,-0.9833759069442749,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.301+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.030207541667,0.0955810546875,-0.1594085693359375,-0.9811859130859375,3962.025170541667,0.00713652323853025,-0.002105915825704434,0.001944384030189473,-0.1026041358709335,0.01889699138700962,0.1160469129681587,0.03795109689235687,-0.02109329402446747,-0.006359517574310303,XArbitraryZVertical,0.0009759423368979569,-0.001049481474958242,0.003567226655177724,0.9999926265167771,0.06570188701152802,-0.1682377606630325,-0.9835544228553772,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.311+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.040280541667,0.07391357421875,-0.1414794921875,-0.9713897705078125,3962.035243541667,0.008360956301856735,-0.001891869746917506,0.0009948833980397381,-0.08759429305791855,0.0265146978199482,0.1286156922578812,0.04426170885562897,-0.009996622800827026,-0.005482316017150879,XArbitraryZVertical,0.0005013915501248912,-0.0009438468004107874,0.004179992989666161,0.9999907055539777,0.06570840626955032,-0.1673868000507355,-0.9836992025375366,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.321+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.050353541667,0.095367431640625,-0.153045654296875,-0.9712677001953125,3962.045316541667,0.009630213996361586,-0.0015218685789976,0.0001447787021440566,-0.07114032655954361,0.04062226414680481,0.1112889125943184,0.01293551921844482,0.02132679522037506,0.009405434131622314,XArbitraryZVertical,7.605245534986676e-05,-0.0007605768225301427,0.004815031843103662,0.9999881277847541,0.06586088240146637,-0.1666362285614014,-0.983816385269165,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.331+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.060426541667,0.1123504638671875,-0.1708984375,-0.9717864990234375,3962.055389541667,0.01057600156749733,-0.001263982240674614,-0.0004264240288975911,-0.0476432591676712,0.00965608935803175,0.08264714479446411,0.01615059375762939,0.02085898816585541,0.0131911039352417,XArbitraryZVertical,-0.0002098670362480498,-0.0006331096896655715,0.005288109726547868,0.999985792105065,0.0659569725394249,-0.1661379188299179,-0.9838942289352417,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.342+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.070499541667,0.1044769287109375,-0.1666412353515625,-0.9753570556640625,3962.065462541667,0.01129351120139516,-0.001174964902789564,-0.000991610662870696,-0.07319341599941254,0.005978530272841454,0.05985893681645393,0.03994058072566986,0.003154441714286804,0.01329416036605835,XArbitraryZVertical,-0.0004924799838842712,-0.0005902726730478564,0.005647015364249008,0.9999837301889942,0.06592492014169693,-0.1656300276517868,-0.9839820265769958,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.352+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.080572541667,0.0927276611328125,-0.16619873046875,-0.9678192138671875,3962.075535541667,0.01167618571651177,-0.001086067958614844,-0.001954658807358617,-0.120524175465107,0.01330754905939102,0.02404368296265602,0.04560855776071548,-0.00747208297252655,0.009632647037506104,XArbitraryZVertical,-0.000974142167574642,-0.0005487301343146097,0.005838586650856603,0.9999823489029253,0.06594846397638321,-0.1647080779075623,-0.9841351509094238,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.361+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.090645541667,0.094818115234375,-0.168243408203125,-0.9605560302734375,3962.085608541667,0.01184749290218249,-0.0008825965013044325,-0.003341659753979693,-0.1533290892839432,0.02785826101899147,0.01569307595491409,0.03040716052055359,0.0004822015762329102,0.01175403594970703,XArbitraryZVertical,-0.001668185422781751,-0.0004511873643775253,0.005924440000717835,0.9999810045900211,0.0661199688911438,-0.1633545160293579,-0.984349250793457,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.372+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.100718541667,0.0959625244140625,-0.16741943359375,-0.9557952880859375,3962.095681541667,0.01200253763812599,-0.0005572724548965064,-0.005031552764853621,-0.1827977746725082,0.03692978620529175,0.0143660232424736,0.02672545611858368,-0.00699983537197113,0.02096408605575562,XArbitraryZVertical,-0.002514055939743669,-0.0002937280377319657,0.006001913988589631,0.9999788776217652,0.06641420722007751,-0.1617013365030289,-0.9846023917198181,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.382+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.110791541667,0.09539794921875,-0.168212890625,-0.9469757080078125,3962.105754541667,0.01216303930386782,-9.54910340061397e-05,-0.007129300809456044,-0.2355431318283081,0.05533569306135178,0.0166747160255909,0.02948666363954544,-0.007025390863418579,0.02630585432052612,XArbitraryZVertical,-0.003564286236764613,-6.94226320618839e-05,0.006081613141853621,0.9999752460235802,0.06684209406375885,-0.1596463471651077,-0.9849086999893188,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
2026-05-05T17:18:22.392+02:00,1777994302.000194,53.2356729079537,10.40149281733706,27.82473,0,0.8273451,-1,-1,7.999999999999999,5.429927758788004,-9999,3962.120864541667,0.0954742431640625,-0.1682586669921875,-0.942230224609375,3962.115827541667,0.01237497369680154,0.0006425302306773215,-0.009859055630415227,-0.3042414784431458,0.09043508768081665,0.02570309862494469,0.02818450331687927,-0.01075322926044464,0.03329557180404663,XArbitraryZVertical,-0.004931400945125431,0.0002907539844022086,0.006185788127309854,0.9999686810825584,0.06753390282392502,-0.1569713801145554,-0.9852914214134216,0,0,0,-1,-1,2026-05-05T16:12:27.330+02:00,1853,1.428074,0,0,1618.589,0,0,2026-05-05T17:18:20.497+02:00,799687100.5986646,0,0.8699999,100.7547,0
